codice_cliente,Luogo di Residenza,Indirizzo,Metratura,Sistema_Allarme
14082,Cessaniti,"Via Kennedy, 13",110,False
14083,Boccioleto,"Corso Umberto, 51",226,False
14084,Firenze,"Via Maggio, 18",85,False
14085,Casaloldo,"Corso Umberto, 119",152,False
14086,Mazzo Di Valtellina,"Corso Vittorio Emanuele II, 102",149,False
14087,Napoli,"Piazza Garibaldi, 91",112,False
14088,Milano,"Corso Europa, 11",147,False
14091,Aldein,"Corso Italia, 8",124,False
14092,Arixi,"Piazza Duomo, 96",125,False
14093,Badalucco,"Piazza della Repubblica, 115",181,False
14096,Montecatini Val Di Nievole,"Via Verdi, 122",154,False
14097,Santa Cristina E Bissone,"Corso Umberto, 89",119,False
14098,Marradi,"Via Verdi, 67",221,False
14099,Como,"Via Mazzini, 73",142,False
14100,Arignano,"Via Roma, 99",153,True
14101,Ancona,"Via Garibaldi, 42",71,True
14102,Martellago,"Via Cavour, 57",95,False
14103,Ancona,"Piazza Duomo, 53",180,False
14104,Castagnoli,"Via Vittorio Emanuele, 105",82,False
14109,Torre Mozza,"Corso Vittorio Emanuele II, 6",100,False
14112,Torino,"Via Arsenale, 17",110,False
14113,Siziano,"Via Roma, 122",140,False
14116,Torino,"Corso Francia, 123",111,True
14117,Montedivalli,"Via Verdi, 3",142,True
14118,Zungoli,"Piazza Duomo, 65",194,False
14119,Milano,"Via Vigevano, 8",163,False
14121,Venezia,"Fondamenta delle Zattere, 1401",153,True
14128,Ponso,"Via Vittorio Emanuele, 109",126,False
14131,Bergamo,"Corsarola, 3",77,True
14134,Torino,"Corso Giulio Cesare, 45",124,True
14138,Lapio,"Via Kennedy, 65",140,False
14139,Brescia,"Via Gramsci, 17",123,True
14141,Cancello Ed Arnone,"Via Kennedy, 78",127,False
14142,Ancona,"Corso Vittorio Emanuele II, 102",140,True
14143,Aurisina,"Corso Italia, 2",109,False
14144,Napoli,"Via San Gregorio Armeno, 8",148,False
14145,Trieste,"Piazza Goldoni, 10",75,False
14150,Capitello,"Corso Umberto, 144",105,False
14151,Genova,"Via Gramsci, 2",92,False
14154,Pietranico,"Via XX Settembre, 28",167,False
14155,Napoli,"Via Duomo, 147",147,False
14156,Firenze,"Via Calzaiuoli, 50",125,False
14157,Milano,"Via della Moscova, 28",102,False
14158,Lecce,"Piazza Sant'Oronzo, 1",182,True
14160,Brescia,"Via Mazzini, 68",120,True
14161,Funes,"Via Nazionale, 71",145,False
14162,Roccasecca Stazione,"Via Vittorio Emanuele, 77",139,True
14163,Firenze,"Lungarno Corsini, 4",261,True
14164,Bari,"Corso Cavour, 24",235,False
14167,Firenze,"Via Por Santa Maria, 17",101,False
14168,Bergamo,"Via XX Settembre, 91",146,False
14169,Brescia,"Corso Garibaldi, 19",87,False
14170,San Severino Marche,"Via Marconi, 82",111,False
14174,Vergnacco,"Via Dante, 7",225,False
14176,Cologno Al Serio,"Piazza della Repubblica, 76",102,False
14182,Torino,"Corso Vinzaglio, 14",120,False
14184,Santo Stefano Di Rogliano,"Via Matteotti, 104",174,False
14186,Mandolossa Di Brescia,"Via Marconi, 10",124,False
14187,Zisa,"Via Cavour, 88",86,False
14190,Napoli,"Via Diaz, 29",147,True
14191,Firenze,"Via Por Santa Maria, 17",198,False
14192,Viggianello,"Piazza della Repubblica, 92",114,False
14193,Firenze,"Via del Corso, 6",100,False
14196,Gadoni,"Via Verdi, 143",135,True
14199,Milano,"Via Montenapoleone, 8",250,False
14201,Brescia,"Piazza della Loggia, 1",130,True
14203,Como,"Corso Italia, 121",136,False
14205,Monticchiello,"Via Dante, 67",213,False
14208,Clusane,"Via Verdi, 86",127,True
14212,Aprilia,"Via Mazzini, 57",93,False
14213,Karthaus,"Corso Umberto, 58",232,False
14215,Valle Cerrina,"Via XX Settembre, 108",204,False
14216,Vallenoncello,"Via Nazionale, 96",155,False
14219,Milano,"Corso Sempione, 34",202,True
14224,Cerza,"Via XX Settembre, 119",210,False
14226,Sant'Elpidio Di Pescorocchiano,"Corso Italia, 121",250,False
14228,Gabbio Con Monte Ossolano,"Via Garibaldi, 150",67,False
14230,Pergusa,"Via Mazzini, 121",173,False
14231,San Severino Marche,"Via Cavour, 129",118,False
14234,Napoli,"Via Roma, 87",211,True
14235,Napoli,"Via Marina, 50",107,False
14236,Milano,"Corso Magenta, 96",178,True
14237,Trieste,"Via Mazzini, 21",100,True
14238,Castel San Pietro Monferrato,"Via XX Settembre, 106",148,True
14239,Napoli,"Corso Umberto I, 12",124,True
14241,Bari,"Via Roberto da Bari, 85",239,False
14242,San Biagio Platani,"Via Dante, 36",165,False
14243,Lecce,"Via Palmieri, 72",170,True
14246,Bari,"Via Melo, 253",101,False
14247,Cascinagrossa,"Via Matteotti, 146",111,False
14248,Cento,"Via Kennedy, 37",160,True
14252,Trieste,"Via Roma, 7",116,False
14253,Montecalvo Irpino,"Via Verdi, 21",129,False
14254,Firenze,"Via Faenza, 56",137,True
14255,Torino,"Corso Dante, 76",104,True
14257,Oberplars,"Via Verdi, 81",224,False
14258,Carditello,"Via Garibaldi, 2",210,True
14262,San Giovanni Montebello,"Via Kennedy, 71",142,False
14264,Matierno,"Via Cavour, 44",89,False
14267,Trecella,"Via Verdi, 126",99,True
14269,Cavizzana,"Via Mazzini, 34",171,True
14273,Ancona,"Via Matteotti, 110",98,True
14274,Milano,"Corso Magenta, 96",113,False
14275,Milano,"Via Tortona, 27",233,False
14277,Lecce,"Viale Marche, 16",142,True
14279,Barbarano Del Capo,"Via Marconi, 2",104,False
14281,Venezia,"Calle Larga XXII Marzo, 2359",143,False
14283,Pagnona,"Via Cavour, 96",93,True
14287,Mazzarrone,"Via Roma, 83",102,True
14288,Naz Sciaves,"Corso Vittorio Emanuele II, 49",148,True
14295,Bergamo,"Via XX Settembre, 91",152,True
14296,Bari,"Corso Italia, 12",136,True
14297,Bergamo,"Via XX Settembre, 91",193,True
14300,Torino,"Corso Matteotti, 11",102,False
14302,Arlesega,"Piazza Duomo, 58",194,True
14305,Milano,"Via Vittorio Veneto, 3",225,True
14307,Reggio Calabria,"Piazza Italia, 1",120,True
14309,Bedonia,"Via XX Settembre, 34",211,False
14310,Napoli,"Via Roma, 87",187,True
14313,Sommariva Del Bosco,"Via Marconi, 129",155,True
14315,Banzi,"Via XX Settembre, 43",96,True
14316,Milano,"Via Dante, 12",266,True
14319,Itieli,"Via Garibaldi, 77",108,False
14322,Trieste,"Viale XX Settembre, 28",156,False
14323,Milano,"Via Savona, 17",233,False
14325,Torino,"Via Maria Vittoria, 3",108,True
14327,Grimaldi Di Ventimiglia,"Corso Vittorio Emanuele II, 135",123,True
14329,Milano,"Via della Moscova, 28",135,False
14330,Venezia,"Campo San Polo, 2102",73,True
14332,San Pietro A Vico,"Via Dante, 88",135,False
14333,Ghilarza,"Piazza della Repubblica, 92",130,True
14334,Valle San Floriano,"Via Cavour, 43",145,True
14337,Baruchella,"Via Marconi, 5",182,True
14338,Firenze,"Via Por Santa Maria, 17",164,True
14339,Firenze,"Via Por Santa Maria, 17",206,True
14341,Reggio Calabria,"Corso Vittorio Emanuele III, 2",99,False
14343,Torino,"Via Pietro Micca, 12",140,True
14347,Ancona,"Via Roma, 130",114,False
14348,Scicli,"Via Verdi, 32",217,True
14349,Reggio Calabria,"Piazza Italia, 1",225,False
14351,Milano,"Via Vittorio Veneto, 3",112,False
14352,Frabosa Soprana,"Via Garibaldi, 97",98,False
14355,Firenze,"Via Maggio, 18",193,False
14357,Brescia,"Via San Faustino, 13",241,False
14358,Trieste,"Corso Cavour, 7",143,True
14359,Parolise,"Via Garibaldi, 13",172,False
14361,Milano,"Via Melchiorre Gioia, 55",134,True
14362,Reggio Calabria,"Via Tommaso Campanella, 63",75,True
14365,Torino,"Corso Matteotti, 11",90,False
14368,Trieste,"Via Carducci, 5",96,True
14372,Trieste,"Via Carducci, 5",162,False
14374,Venezia,"Ruga Giuffa, 4793",80,True
14377,Miranda,"Corso Italia, 107",103,False
14378,Trieste,"Via Dante Alighieri, 10",220,False
14382,Pieve Di Cento,"Via Marconi, 32",113,False
14383,Torino,"Corso San Maurizio, 25",132,False
14386,Budrie,"Via Vittorio Emanuele, 122",62,True
14387,Reggio Calabria,"Corso Vittorio Emanuele III, 2",119,False
14390,Bari,"Via Argiro, 93",110,False
14391,Brescia,"Piazza Vittoria, 1",187,True
14392,Albissola Marina,"Via Roma, 78",116,True
14393,Milano,"Via Tortona, 27",92,False
14394,Torino,"Via Arsenale, 17",132,False
14396,Torino,"Via Garibaldi, 25",113,False
14397,Bomba,"Corso Vittorio Emanuele II, 70",106,False
14402,Milano,"Via Vigevano, 8",143,False
14404,Sant'Angelo Dei Lombardi,"Via Dante, 108",154,False
14406,Napoli,"Via Roma, 87",118,False
14410,Capri,"Corso Vittorio Emanuele II, 31",207,True
14411,Baraggia,"Via XX Settembre, 30",69,False
14412,Firenze,"Borgo San Lorenzo, 17",232,False
14413,Sassofortino,"Piazza della Repubblica, 51",233,True
14415,Brescia,"Corso Garibaldi, 19",159,False
14417,Acquaviva Delle Fonti,"Via Cavour, 68",123,False
14418,Napoli,"Via San Gregorio Armeno, 8",234,True
14419,Bari,"Via Argiro, 93",139,True
14420,Milano,"Via Solferino, 11",207,False
14422,Ancona,"Via Matteotti, 76",162,False
14424,Torino,"Corso Re Umberto, 56",112,True
14425,Bergamo,"Via XX Settembre, 91",112,False
14428,Ancona,"Piazza della Repubblica, 54",70,False
14429,Torino,"Via Santa Teresa, 5",162,False
14430,Como,"Piazza della Repubblica, 85",148,False
14431,Napoli,"Via Crispi, 69",226,True
14432,Radein,"Via Roma, 4",202,False
14433,Totari,"Via Mazzini, 29",131,False
14434,Lecce,"Via Giuseppe Libertini, 4",130,True
14435,Napoli,"Via Marina, 50",220,False
14440,Napoli,"Via Duomo, 147",97,True
14441,Bari,"Corso Cavour, 24",148,False
14443,Milano,"Via Dante, 12",135,False
14445,Carapelle,"Corso Vittorio Emanuele II, 20",103,False
14446,San Terenzo Monti,"Corso Italia, 66",117,True
14447,Torino,"Corso Matteotti, 11",147,False
14450,San Calogero,"Piazza Duomo, 117",187,False
14454,Borgo Massano,"Via XX Settembre, 68",166,True
14456,Napoli,"Via Foria, 124",97,False
14457,Lecce,"Via Trinchese, 48",145,True
14459,San Giacomo Di Cerzeto,"Corso Italia, 45",90,False
14460,Ancona,"Via Garibaldi, 75",53,True
14461,Caprarica Di Lecce,"Corso Umberto, 81",96,False
14466,Sessant,"Via Matteotti, 30",95,True
14468,Torino,"Via Garibaldi, 25",125,True
14469,Bari,"Via Roberto da Bari, 85",131,False
14471,Persico Dosimo,"Via Garibaldi, 3",99,False
14472,Mondaino,"Via Dante, 44",136,False
14473,Napoli,"Via Partenope, 36",135,True
14474,Napoli,"Via Scarlatti, 88",148,False
14477,Mezzomonte Di Sopra,"Via Kennedy, 69",121,True
14478,Milano,"Via Manzoni, 31",138,True
14480,Lodi Vecchio,"Via Mazzini, 96",156,False
14481,Torino,"Corso Dante, 76",141,False
14482,Taceno,"Via Verdi, 30",126,False
14487,Fosso',"Via Marconi, 103",177,False
14489,Milano,"Via Savona, 17",122,False
14492,Genova,"Corso Italia, 12",141,False
14493,Trieste,"Via San Nicolò, 30",182,True
14494,Trieste,"Via della Geppa, 5",95,False
14498,Milano,"Via Borgogna, 7",194,False
14499,Cartoceto,"Piazza della Repubblica, 108",168,True
14503,Pratora,"Via Verdi, 29",140,False
14504,Cerro Veronese,"Via Dante, 16",119,False
14505,Lanzo Torinese,"Via Verdi, 27",73,False
14506,Castelnuovo Di Porto,"Via Matteotti, 124",133,False
14507,Premana,"Via Kennedy, 47",120,False
14509,Maiolo,"Via Marconi, 92",170,False
14510,Merano,"Via Roma, 34",142,True
14511,Firenze,"Via Faenza, 56",122,False
14512,Atzwang,"Piazza della Repubblica, 29",168,False
14513,Reggio Calabria,"Via Aschenez, 68",123,False
14516,Romagnano Al Monte,"Via Kennedy, 12",143,False
14518,Torino,"Corso Vittorio Emanuele II, 76",96,True
14519,Milano,"Corso Sempione, 34",161,False
14524,Napoli,"Piazza Garibaldi, 91",94,False
14525,Villasanta,"Via Nazionale, 4",252,False
14526,Retegno,"Corso Vittorio Emanuele II, 148",199,True
14527,Firenze,"Via Por Santa Maria, 17",170,False
14528,Danigarci,"Via Nazionale, 133",104,False
14529,Reggio Calabria,"Corso Matteotti, 12",206,True
14530,Casa Santa,"Corso Italia, 111",147,False
14531,Pavignane,"Piazza Duomo, 124",60,True
14536,Tiana,"Corso Umberto, 99",244,True
14537,Lecce,"Viale dell'Università, 12",141,False
14539,Polveraia,"Via Garibaldi, 3",97,False
14540,Trieste,"Piazza Goldoni, 10",88,True
14541,Pedona,"Via Verdi, 130",139,True
14545,Torino,"Piazza Castello, 1",74,False
14546,Milano,"Via Borgogna, 7",139,False
14555,Venezia,"Calle della Mandola, 3703",140,False
14557,Briga,"Via Verdi, 20",224,False
14558,Monte Antico,"Piazza della Repubblica, 83",244,True
14559,Napoli,"Via Crispi, 69",141,False
14561,Puegnago Sul Garda,"Via Nazionale, 72",114,False
14562,Sava,"Via Garibaldi, 130",150,False
14563,Trieste,"Via Cesare Battisti, 18",80,False
14564,Trieste,"Via Mazzini, 21",88,False
14572,Venezia,"Calle del Forno, 3709",165,True
14573,Stroppo,"Via Marconi, 104",181,True
14574,Venezia,"Salizada San Moisè, 1459",206,False
14576,Selva Dei Molini,"Via Mazzini, 118",164,True
14579,Milano,"Via Savona, 17",86,False
14582,Milano,"Via San Marco, 9",119,False
14588,Napoli,"Spaccanapoli, 18",126,False
14593,Tscherms,"Via Kennedy, 23",117,True
14594,Castel D'Emilio,"Piazza della Repubblica, 115",102,False
14597,Bergamo,"Via Colleoni, 9",217,False
14600,Ancona,"Corso Italia, 128",115,False
14601,Pozzallo,"Via Roma, 27",133,False
14603,Napoli,"Via Luca Giordano, 32",132,False
14605,Praticello,"Via Matteotti, 10",248,True
14607,Tai Di Cadore,"Via Roma, 24",205,False
14608,Milano,"Via San Marco, 9",130,True
14610,Milano,"Via Vigevano, 8",138,True
14611,Poggio Perugino,"Via XX Settembre, 131",119,True
14612,Rigomagno,"Via Cavour, 117",122,False
14613,Riola Sardo,"Via Nazionale, 94",113,False
14615,Planei,"Via Garibaldi, 58",69,True
14617,Bergamo,"Via Pignolo, 123",222,False
14619,Venezia,"Riva degli Schiavoni, 4161",172,True
14620,Venezia,"Campo Santa Margherita, 3019",94,False
14621,Sant'Andrea Bagni,"Piazza della Repubblica, 94",109,True
14622,Bonzo,"Via Kennedy, 30",147,False
14624,Bacedasco Sotto,"Corso Italia, 57",151,True
14626,Sant'Anna Di Chioggia,"Via Roma, 88",135,True
14629,Cerlongo,"Corso Umberto, 75",105,False
14630,Montebello Di Bertona,"Corso Vittorio Emanuele II, 96",214,True
14631,Reggio Calabria,"Via Tommaso Campanella, 63",92,False
14635,Stava,"Via Garibaldi, 43",114,False
14636,Milano,"Corso di Porta Ticinese, 87",114,False
14639,Gergei,"Via Dante, 105",220,False
14640,Venezia,"Strada Nova, 3829",177,True
14641,Venezia,"Fondamenta delle Zattere, 1401",152,False
14642,Venezia,"Lista di Spagna, 168",123,False
14644,Bergamo,"Via Borfuro, 6",80,True
14646,Acquasanta Terme,"Via Cavour, 31",110,False
14648,Bari,"Via Cognetti, 8",82,False
14649,Asiago,"Via Marconi, 56",154,False
14650,Oberau,"Via Kennedy, 49",77,False
14653,Gudon,"Via Nazionale, 28",184,False
14654,Torino,"Via della Consolata, 1",76,True
14655,Napoli,"Corso Umberto I, 12",128,True
14657,Trieste,"Piazza Goldoni, 10",113,False
14659,Castelluccio,"Corso Italia, 116",114,False
14660,Ancona,"Via Kennedy, 130",199,False
14662,Reggio Calabria,"Corso Vittorio Emanuele III, 2",114,False
14663,Castelnuovo D'Assisi,"Piazza della Repubblica, 2",148,True
14664,Torino,"Via Alfieri, 6",95,True
14666,Trieste,"Via della Geppa, 5",219,False
14667,Milano,"Corso Buenos Aires, 23",153,False
14668,Bari,"Piazza Umberto I, 1",105,True
14671,Santo Stefano Del Sole,"Via Matteotti, 150",112,True
14672,Zianigo,"Piazza della Repubblica, 131",89,False
14678,Fleri,"Via Verdi, 149",106,False
14679,Napoli,"Viale Augusto, 23",149,False
14680,Spinea,"Via Dante, 27",212,True
14681,Milano,"Corso Magenta, 96",165,False
14682,Trieste,"Piazza Goldoni, 10",178,True
14686,Casorate Sempione,"Via Nazionale, 130",137,True
14688,Trieste,"Via San Nicolò, 30",116,False
14690,Milano,"Via Tortona, 27",173,True
14691,Firenze,"Via Por Santa Maria, 17",142,False
14694,Firenze,"Via Maggio, 18",77,False
14697,Labaro,"Via Marconi, 88",124,False
14700,Olmeneta,"Via XX Settembre, 116",152,True
14703,Cattolica,"Via Dante, 36",132,False
14705,Santa Maria Del Piave,"Via Matteotti, 132",101,False
14706,Chieve,"Via XX Settembre, 141",88,False
14710,Bonomelli,"Via Nazionale, 142",120,False
14711,Montagnano,"Via Cavour, 52",128,True
14713,Brescia,"Via Gramsci, 17",121,True
14716,Bergamo,"Via Angelo Mai, 5",220,False
14719,Domanico,"Via XX Settembre, 89",120,False
14720,Bari,"Via Cognetti, 8",102,False
14725,Milano,"Via Melchiorre Gioia, 55",170,False
14728,Borgo Lombardo,"Via Dante, 46",122,True
14729,Valleandona,"Corso Vittorio Emanuele II, 139",107,False
14730,Bari,"Via Putignani, 158",231,False
14731,Foglia,"Via Nazionale, 30",186,False
14733,Milano,"Corso Porta Romana, 62",111,False
14736,Venezia,"Riva degli Schiavoni, 4161",129,False
14737,Morciano Di Romagna,"Piazza della Repubblica, 150",236,True
14742,Torino,"Via Bertola, 34",137,False
14743,Napoli,"Via Marina, 50",118,False
14744,Milano,"Via Vittorio Veneto, 3",97,False
14746,Torino,"Via della Consolata, 1",147,False
14751,San Vito Chietino,"Via XX Settembre, 109",121,False
14753,Laterina,"Via Roma, 134",124,False
14754,Bra,"Corso Italia, 7",60,False
14757,Ortisei,"Via Marconi, 38",122,False
14758,Biella,"Via Garibaldi, 15",82,False
14759,Milano,"Viale Monza, 125",243,False
14760,Milano,"Corso Sempione, 34",172,False
14761,Milano,"Corso Porta Romana, 62",206,False
14763,Cimpello,"Via Verdi, 74",159,False
14764,Tovo Di Sant'Agata,"Via Vittorio Emanuele, 38",107,True
14767,Milano,"Via Cusani, 10",88,False
14768,Palazzo San Gervasio,"Via Garibaldi, 76",158,True
14769,Venezia,"Salizada San Moisè, 1459",112,True
14770,Magliano Nuovo,"Via Garibaldi, 92",183,False
14771,Trieste,"Via Dante Alighieri, 10",116,True
14772,Salice,"Corso Italia, 144",136,False
14776,Suzzara,"Piazza Duomo, 144",131,False
14777,Torino,"Via Cernaia, 23",126,False
14785,Rivodutri,"Piazza Duomo, 131",198,False
14789,Castellero,"Via XX Settembre, 13",86,False
14790,Crugnola,"Via Marconi, 100",101,True
14791,Villaurbana,"Via Matteotti, 81",88,False
14792,Venezia,"Campo Santa Margherita, 3019",191,True
14793,Brescia,"Corso Zanardelli, 34",107,True
14794,Montano Lucino,"Via Roma, 65",196,True
14795,Milano,"Viale Monza, 125",125,True
14796,Brescia,"Corso Garibaldi, 19",98,False
14797,Marta,"Via Kennedy, 58",205,False
14799,Milano,"Corso Europa, 11",122,False
14801,Como,"Corso Umberto, 140",192,True
14802,Torino,"Via Maria Vittoria, 3",114,False
14804,Galatone,"Via Cavour, 50",116,True
14805,Gaggio,"Via XX Settembre, 115",87,False
14807,Napoli,"Viale Augusto, 23",88,False
14808,Brescia,"Via Mazzini, 68",147,False
14809,Bergamo,"Viale Papa Giovanni XXIII, 106",128,False
14810,Torriglia,"Via Verdi, 45",191,True
14811,Villanova Tulo,"Corso Vittorio Emanuele II, 31",155,False
14813,Firenze,"Piazza Santa Croce, 16",120,True
14814,Marittima,"Via Garibaldi, 110",220,False
14815,Venezia,"Fondamenta delle Zattere, 1401",90,False
14816,Trieste,"Via Mazzini, 21",149,True
14818,Cerasuolo,"Via Vittorio Emanuele, 34",111,False
14819,Parrano,"Via Verdi, 150",104,False
14822,Napoli,"Via Santa Lucia, 15",77,False
14823,Molino Del Piano,"Via Roma, 85",114,False
14824,Paglieta,"Via Kennedy, 40",119,False
14825,Como,"Via Garibaldi, 40",99,False
14827,Napoli,"Via Partenope, 36",221,False
14828,Lecce,"Via Giuseppe Libertini, 4",78,False
14829,Tritanti,"Via Garibaldi, 78",91,True
14837,Bari,"Via Dante Alighieri, 27",131,False
14849,Bardineto,"Corso Umberto, 19",102,False
14851,Santa Maria Apparente,"Via Nazionale, 135",118,False
14856,Lecce,"Via Palmieri, 72",118,True
14861,Monte San Marino,"Via Verdi, 134",101,False
14862,Stazione Morrovalle,"Via Mazzini, 130",143,False
14866,Ciardes,"Via Verdi, 107",151,True
14867,Napoli,"Via Tribunali, 39",76,True
14870,Lu Cuponeddi,"Via Marconi, 24",124,True
14871,Bergamo,"Via Colleoni, 9",171,True
14873,Sovana,"Piazza Duomo, 55",216,False
14874,Grumello Del Piano,"Via Nazionale, 85",249,False
14875,Brescia,"Via Musei, 81",184,False
14876,Trieste,"Viale XX Settembre, 28",142,False
14878,Santa Reparata,"Via Cavour, 136",72,False
14879,Milano,"Corso di Porta Ticinese, 87",129,True
14881,Venezia,"Campo Santa Margherita, 3019",116,False
14884,Serra Pedace,"Via Roma, 30",239,False
14887,Pedona,"Corso Umberto, 115",146,True
14889,Brescia,"Via Gramsci, 17",140,True
14890,Bergamo,"Largo Porta Nuova, 2",133,False
14896,Tretto,"Piazza Duomo, 11",60,False
14897,Milano,"Via Melchiorre Gioia, 55",130,False
14898,San Giovanni Rotondo,"Via Nazionale, 98",97,True
14900,Molfetta,"Corso Italia, 99",153,False
14902,Ancona,"Via Vittorio Emanuele, 139",79,True
14903,Como,"Via XX Settembre, 7",110,False
14905,Rivoltella,"Corso Vittorio Emanuele II, 96",69,False
14906,Trieste,"Via Mazzini, 21",179,False
14907,Firenze,"Via Nazionale, 22",171,False
14910,Bergamo,"Via Pignolo, 123",109,False
14911,Morfasso,"Via Garibaldi, 76",101,True
14913,Brescia,"Via Mazzini, 68",113,False
14914,Milano,"Viale Monza, 125",122,False
14915,Castel Ruggero,"Via Nazionale, 132",140,False
14918,Bergamo,"Viale Papa Giovanni XXIII, 106",112,True
14919,Lama Di Setta,"Corso Italia, 43",166,True
14920,Castellone,"Via Roma, 17",246,False
14922,Brescia,"Via Gramsci, 17",208,True
14924,Pantelleria Aeroporto,"Via Cavour, 109",164,True
14926,Tosi,"Corso Italia, 53",163,False
14929,Sondalo,"Via Matteotti, 19",99,False
14932,Como,"Via Dante, 7",127,False
14933,Campospinoso,"Via Kennedy, 85",176,False
14935,Milano,"Corso Buenos Aires, 23",166,False
14936,Napoli,"Via Chiaia, 149",117,False
14937,Porto Azzurro,"Via Mazzini, 14",154,True
14938,Napoli,"Viale Augusto, 23",133,True
14939,Imperia,"Via Vittorio Emanuele, 143",75,False
14940,Milano,"Via Dante, 12",134,False
14946,Napoli,"Spaccanapoli, 18",152,False
14947,Vecchiazzano,"Piazza Duomo, 67",114,False
14952,Milano,"Via Tortona, 27",91,False
14955,Ancona,"Via Marconi, 116",142,True
14958,Pieve Fissiraga,"Via Marconi, 111",123,False
14959,Bari,"Via Melo, 253",117,True
14961,Campoli Del Monte Taburno,"Via Roma, 100",103,False
14963,Bari,"Corso Italia, 12",90,False
14964,Torino,"Via Garibaldi, 25",213,False
14966,Reggio Calabria,"Corso Matteotti, 12",198,False
14967,Napoli,"Via Toledo, 256",155,True
14970,Scarpizzolo,"Via Mazzini, 150",157,False
14972,San Mazzeo,"Via Garibaldi, 19",87,False
14973,Torino,"Corso Giulio Cesare, 45",67,True
14974,Genova,"Via Balbi, 10",210,False
14976,Monterocchetta,"Via XX Settembre, 78",162,False
14979,Cepina Valdisotto,"Via Mazzini, 73",109,False
14980,La Place,"Via Kennedy, 98",106,False
14982,Brescia,"Via Tosio, 12",139,False
14983,Brecciaro,"Via Roma, 122",103,True
14984,Milano,"Via Montenapoleone, 8",95,False
14986,Badia Polesine,"Piazza Duomo, 35",221,True
14987,Quara,"Via Marconi, 140",189,True
14988,Trieste,"Viale XX Settembre, 28",205,True
14990,Trieste,"Piazza Goldoni, 10",198,False
14991,Brescia,"Corso Palestro, 45",112,False
14993,Napoli,"Piazza Municipio, 1",101,False
14995,Padru,"Corso Umberto, 3",194,False
15000,Napoli,"Via Tribunali, 39",117,False
15001,Sissa Trecasali,"Via Dante, 32",141,False
15002,Chiusa,"Via Garibaldi, 2",182,False
15005,Brescia,"Corso Garibaldi, 19",131,False
15008,Evangelisti,"Via Marconi, 138",187,False
15009,Brescia,"Via San Faustino, 13",118,False
15010,Torino,"Corso Vittorio Emanuele II, 76",158,True
15011,San Martino In Strada,"Via XX Settembre, 54",81,False
15012,Gratosoglio,"Corso Umberto, 55",115,False
15013,Muro Lucano,"Via Matteotti, 132",186,True
15016,Brescia,"Corso Palestro, 45",126,False
15018,Varese,"Via Verdi, 48",225,False
15019,Milano,"Via Washington, 70",140,False
15020,Saltino Sulla Secchia,"Via Vittorio Emanuele, 50",124,False
15021,Santa Lucia Sopra Contesse,"Corso Italia, 47",150,False
15022,San Tomio,"Via Garibaldi, 141",140,True
15024,Roraipiccolo,"Via Kennedy, 141",156,False
15028,Bazzano Inferiore,"Via Mazzini, 75",124,False
15030,Fornazzo,"Via Mazzini, 65",95,True
15032,Napoli,"Via Roma, 87",114,False
15034,Ancona,"Via Cavour, 149",113,False
15035,Bubbiano,"Piazza della Repubblica, 85",127,False
15037,Milano,"Via Solferino, 11",206,True
15038,Milano,"Corso Venezia, 15",118,False
15039,Cantarana,"Piazza Duomo, 26",75,False
15040,Venezia,"Fondamenta delle Zattere, 1401",101,False
15041,Trieste,"Corso Cavour, 7",136,True
15042,Trieste,"Corso Italia, 6",118,True
15044,Montegridolfo,"Via Cavour, 82",132,False
15046,Vilminore,"Piazza della Repubblica, 116",96,False
15049,Bariano,"Via Nazionale, 79",156,False
15050,Sant'Ambrogio Di Valpolicella,"Via Dante, 145",134,True
15052,Calisese,"Corso Umberto, 81",109,True
15053,Piosina,"Via Matteotti, 44",157,True
15054,Ferentino Stazione,"Via Roma, 81",212,True
15055,Caprara,"Piazza Duomo, 57",124,True
15056,Torino,"Via Santa Teresa, 5",130,False
15058,Napoli,"Via Diaz, 29",226,False
15062,Venezia,"Calle del Forno, 3709",157,True
15063,Molassana,"Via Matteotti, 71",226,False
15069,Firenze,"Via Ghibellina, 70",116,False
15071,Genova,"Via Cairoli, 1",127,True
15072,Genova,"Via Fieschi, 15",70,True
15073,Corigliano Scalo,"Piazza della Repubblica, 119",223,True
15074,Accorneri,"Via Kennedy, 92",143,True
15077,Milano,"Corso Porta Romana, 62",128,False
15078,Napoli,"Piazza Municipio, 1",157,False
15079,Bagni Di San Filippo,"Piazza della Repubblica, 142",147,False
15080,Casa Forlai,"Corso Italia, 45",93,False
15081,Colli,"Via Mazzini, 72",205,False
15082,Amantea Marina,"Via Dante, 138",253,False
15084,Cavaglio Spoccia,"Via Cavour, 68",140,False
15085,Como,"Via Mazzini, 20",220,True
15086,Stornarella,"Via Roma, 130",78,False
15087,Alte Ceccato,"Via Roma, 149",151,True
15088,Loconia,"Via Marconi, 55",144,False
15089,Pescolanciano,"Via Garibaldi, 142",209,True
15090,Grotte,"Via Vittorio Emanuele, 140",140,True
15094,Milano,"Via Manzoni, 31",216,False
15095,Postalesio,"Piazza della Repubblica, 39",112,False
15096,Caturano,"Corso Umberto, 101",90,False
15097,Spigno Saturnia Inferiore,"Piazza Duomo, 75",181,True
15098,Milano,"Corso Venezia, 15",133,False
15102,Bari,"Via Dante Alighieri, 27",77,True
